视频标题,视频地址,作者,播放数,弹幕数,投币数,点赞数,分享数,收藏数,期数
小伙看抖音竟可以用泡面修桌子，到底是真的假的？亲身实验告诉你,https://www.bilibili.com/video/BV1H441157np,翔翔大作战,3045763,18111,39876,84583,2986,6823,13
自制鱼子酱黑松露三明治！,https://www.bilibili.com/video/BV144411G7sX,大祥哥来了,2879247,19849,85017,113416,3272,10415,13
灭虫大师老番茄,https://www.bilibili.com/video/BV144411G7od,老番茄,5838489,21856,49848,139828,2146,23348,13
bilibili十周年纪念影片《干杯》,https://www.bilibili.com/video/BV1h441137Uc,哔哩哔哩弹幕网,10881485,175124,675584,681071,151145,390320,14
十年后你还会看动画吗？最近十年100部动画超燃混剪！,https://www.bilibili.com/video/BV1F441137HJ,凉风Kaze,2615130,46458,192290,213250,15637,140215,14
【低成本】数码宝贝,https://www.bilibili.com/video/BV19x411o7bt,scorpio冬琦,1728531,4657,304492,267152,21736,87853,14
重庆轻轨站出站滑梯，UP主滑太快吓坏小朋友！日常VLOG,https://www.bilibili.com/video/BV1ux411o7sF,林嘉驹,1442406,9726,16280,41659,2725,6497,14
罗汉鬼套路：LOL一个挨打就能赢的套路！,https://www.bilibili.com/video/BV1Sx411o78N,罗汉解说,9628875,61860,600322,517226,57235,199494,14
【宫崎骏混剪】等我们都长大了，就去结婚,https://www.bilibili.com/video/BV1o4411g712,阿星星星河,1947648,7114,122169,155526,25546,130809,14
【老番茄】我毕业啦！！,https://www.bilibili.com/video/BV1rx411o74x,老番茄,30475572,228421,1424279,1836090,106532,547159,14
全屏秒杀！那些出场自带地图buff的山海经异兽【潇洒观山海01】,https://www.bilibili.com/video/BV1W4411g7EL,齐天大肾余潇洒,1987719,16634,147535,147767,6635,60752,14
汉式婚礼（up主本人的）,https://www.bilibili.com/video/BV1C4411u7Hg,画眠和老田,3009605,56855,535547,402420,26306,114001,14
猫和铲屎官一起吃火锅串串，牛肉配海鲜，快活似神仙！,https://www.bilibili.com/video/BV1n4411u7mW,花花与三猫CatLive,3152832,17489,96076,144113,5337,24863,14
【敖厂长】悬案！谁最先发现魂斗罗30人秘籍？,https://www.bilibili.com/video/BV1nx411d7qw,敖厂长,4497386,19931,222558,217370,3374,44907,14
华农兄弟：兄弟跟小母狗“感情破裂”，没办法，只好把它抓回来,https://www.bilibili.com/video/BV1g441137H7,华农兄弟,2871680,14522,25056,86188,1737,4184,14
自制铁滑板，滑起来有种御剑飞行的赶脚,https://www.bilibili.com/video/BV1g441137jC,手工耿,6534558,20081,124868,276476,23513,34798,14
小小的垃圾分类竟道出国人心声！,https://www.bilibili.com/video/BV1Rx411X7uD,阿幕降临,5120923,22320,91491,233664,17487,41282,15
【朱广权】让我用Rap的方式教大家垃圾分类！,https://www.bilibili.com/video/BV1hx411X7gR,杰瑞本锐,2048591,4979,31792,90198,15937,35100,15
全网首喝七万元的82年拉菲！一毫升八十多一口一个月工资,https://www.bilibili.com/video/BV1B4411w79q,敬汉卿,18313860,118935,1427948,1572148,42355,284194,15
耗时一个月，用紫光檀木打造1:1夜空之剑，含刀鞘剑带UP手已废,https://www.bilibili.com/video/BV1Zx41197jJ,才疏学浅的才浅,7865371,112351,1305141,1006605,34334,357677,15
【灵魂跳水】每天一遍，防止抑郁,https://www.bilibili.com/video/BV1Zx411d7Wb,卷心菜7zZ,5683322,18772,82349,196043,28733,88684,15
【某幻】妈的，全场神经病,https://www.bilibili.com/video/BV1Bx41197ns,某幻君,11417401,65510,355679,545780,49329,177147,15
两个Siri对话竟互相认出身份，逃离地球的秘密计划败露后对我隐瞒，最后互相道晚安…,https://www.bilibili.com/video/BV1Gx411R7Qa,假正经宅可医,12141684,4409,20947,300699,8804,74884,15
试吃目前见过最丑的螃蟹【美国棕盒蟹】，成功get新吃法！,https://www.bilibili.com/video/BV16x411X7PT,大祥哥来了,4866308,39930,82282,142957,3803,11928,15
中国是世界上最不诚信的国家？鬼才信！,https://www.bilibili.com/video/BV1dx411X7D3,歪果仁研究协会,1585404,14843,131173,147362,4627,25980,15
张大仙教你背古诗，婉儿老师心态已崩,https://www.bilibili.com/video/BV1Nx411R7NV,贺柠,1871380,8597,92551,144759,31675,73269,15
《蜘蛛侠：英雄远征》全彩蛋解析，完美开启漫威下一个十年,https://www.bilibili.com/video/BV1Lx41197uK,努力的Lorre,2179145,14453,20332,56281,7259,11204,15
奶爆新番！七月最值得期待的10部动画！最后一部竟然出乎意料！「泛式/七月新番导视」,https://www.bilibili.com/video/BV1K4411A7rn,泛式,2948816,18050,120393,156231,4719,62638,16
bilibili少儿频道开播啦~教小朋友如何把垃圾分类（玩游戏）,https://www.bilibili.com/video/BV1d4411F7Ad,游乐王子-袁奇峰,1672986,13362,34305,105927,2942,12931,16
【赵本山】Bad Guy,https://www.bilibili.com/video/BV1T4411w7aU,烩烩,15718459,159435,739635,932935,182687,469588,16
【龙猫】我和龙猫的吃饭日常 治愈系吃播-7月8日晚饭,https://www.bilibili.com/video/BV1z4411F76W,闪电姐姐的龙猫阿呆,3086429,5340,23050,85661,27341,28958,16
【朱一旦】20 枯燥的周一，我决定从办公室挑一个人，送去非洲,https://www.bilibili.com/video/BV1y4411F7Zv,朱一旦的枯燥生活,5411843,1508,21655,76679,5558,5734,16
罗汉鬼套路：lol一个不被秒就死不了的套路 万鞭归宗！！！,https://www.bilibili.com/video/BV1c4411w7pY,罗汉解说,6528091,19920,356555,348805,30783,131493,16
【敖厂长】中国游戏最黑暗一天?但曾经却拥有光明,https://www.bilibili.com/video/BV1hx411f7JB,敖厂长,6832042,37138,273404,316695,8908,67937,16
猜猜我是谁！全明星捏脸猜猜猜猜猜！,https://www.bilibili.com/video/BV1T4411w71C,某幻君,4932146,36904,122571,225304,13956,56781,16
【爱情公寓】吕子乔：让我把我的语录rap出来,https://www.bilibili.com/video/BV1fx411f7x2,寿司为什么,4690077,13524,152595,349489,20658,118202,16
罗德岛于2077年投放的广告,https://www.bilibili.com/video/BV1wx411f7Ke,Dr-M1887,3639950,3321,123036,200684,24888,113275,16
老板来个煎饼加十个鸡蛋十个火腿十个培根！老板反应会如何？,https://www.bilibili.com/video/BV1w4411w7Do,敬汉卿,6258416,25175,45174,174845,3347,17548,16
进口M12和牛给猫做牛排，猫吃一口直接吐了，三猫主厨史上最大翻车！,https://www.bilibili.com/video/BV1tt4115766,花花与三猫CatLive,2945119,43690,94995,142359,4241,23004,16
青岛大学毕业典礼一首高音版《起风了》点燃全场，这才是青春该有的样子,https://www.bilibili.com/video/BV1s4411w7mG,小小流氓兔,29176993,145359,306591,942682,214673,580577,16
【赵本山】Bad Guy,https://www.bilibili.com/video/BV1T4411w7aU,烩烩,15718459,159435,739635,932935,182687,469588,17
如何唱出Bad Guy的精髓？电风扇手动电音，完美还原！,https://www.bilibili.com/video/BV1ht41157uN,派三叔iPython3,3735973,13329,233813,310181,28998,137249,17
《Bad Guy》沙雕翻拍《Fat Guy》MV，送给正在减肥的自己,https://www.bilibili.com/video/BV1ht411L72V,拉宏桑,10517128,15264,559835,817250,83839,271676,17
用两台计算器完美还原《Bad Guy》是怎样的体验？,https://www.bilibili.com/video/BV1Wt41157kp,正经音乐课,2648826,14255,134589,207521,16254,85849,17
百万UP主开机甲只为阻止蕾丝发电！？,https://www.bilibili.com/video/BV1Et411g7H3,神奇的老皮,8406761,54410,150983,297780,17494,82107,17
全网1.7亿播放量！自首的嫌疑人他们怎么想？,https://www.bilibili.com/video/BV1At411G7De,大漠叔叔,7475440,12420,47678,271306,5867,20677,17
168小时！沙画还原《千与千寻》致敬宫崎骏,https://www.bilibili.com/video/BV1Wx411f76X,方浪浪,1943152,10871,415379,336102,22829,155253,17
巨资购买五十八的呼伦贝尔好空气！对比国外空气哪个更甜？,https://www.bilibili.com/video/BV1Ut41137mY,敬汉卿,6717190,39100,256036,459894,16976,54191,17
男子上网学撩妹方法，撩了下日本妹子，结果…,https://www.bilibili.com/video/BV1jt411G7FF,孤独的美食基,7830814,61778,107016,243081,13381,55085,17
抖音上那些曝光五香卤料包是真的吗，小伙看之后卤了满满一锅大肉,https://www.bilibili.com/video/BV1ht411g7gF,翔翔大作战,5286212,23176,74868,200792,6884,42381,17
锐不可挡：Mlxg退役纪录片《野生》,https://www.bilibili.com/video/BV1Yt411G7Z5,RNG电子竞技俱乐部,1703239,37338,137216,111560,15993,51111,17
51套钢铁侠装甲全解析，终极进化史！完全制霸！,https://www.bilibili.com/video/BV1Gt411L7zV,努力的Lorre,4355357,31858,145834,213045,12771,114755,17
华农兄弟：兄弟送来一只鸽子，整天不吃不喝，只好把它烤了,https://www.bilibili.com/video/BV1yt41137Wy,华农兄弟,7970178,113752,76456,254644,15966,24537,17
花800元在房车里睡一晚，竟然比睡街上还难受！,https://www.bilibili.com/video/BV1ut411E7CC,我是郭杰瑞,3737593,28500,126576,205893,2410,19459,18
【何同学】涨粉百万后，我的生活有什么变化？,https://www.bilibili.com/video/BV1ht411E7MQ,老师好我叫何同学,11425807,61118,531066,739081,35417,137938,18
美妆博主被偷4w化妆品？00后室友被我送进警局？租房血泪总结【Hania】,https://www.bilibili.com/video/BV1tt41137Wc,前进的Hania,4162728,19037,162489,221119,33460,125282,18
第四次化疗总算结束，我回来了。生活还是很美好的,https://www.bilibili.com/video/BV1xt411g7kS,抗白六代目,2022330,10750,253722,243948,2399,44551,18
请问UP，男主为钱女装去女校当女老师是什么番？【阅片无数06】,https://www.bilibili.com/video/BV1yt411L7o1,凉风Kaze,2867497,13300,104344,168561,2078,38281,18
漫威“ru华”事件完全科普，八分钟了解傅满洲与上气,https://www.bilibili.com/video/BV1Ct411n7Eu,BuriedAlien,2426580,15567,72379,108015,19515,32414,18
当我拔剑的那一刻，全世界都将为之颤抖！！！,https://www.bilibili.com/video/BV1qt411n7xV,银发の半精灵,19097016,66631,736210,889100,72121,680669,18
罗汉鬼套路：LOL史上最硬上单 双抗铁妈妈流,https://www.bilibili.com/video/BV1qt41177bC,罗汉解说,7285429,306212,700941,574285,48985,207957,18
【中文八级】君日本语真的本当上手,https://www.bilibili.com/video/BV1Bt411n7EF,某幻君,4527892,20757,64760,156972,9199,36677,18
试吃被誉为淡水虾王的罗氏沼虾，目前为止最爽的一期！,https://www.bilibili.com/video/BV1ot411n7KS,大祥哥来了,4122951,39743,88323,146977,5210,12196,18
华农兄弟：这个竹鼠中暑了，抢救后还是不行，只好拿去河边烤了,https://www.bilibili.com/video/BV1Jt411n7ti,华农兄弟,8444699,90484,81674,287553,22854,27252,18
给猫咪尝下虫瘿果，刚吃半颗就嗨起来了，比猫薄荷还喜欢吃！,https://www.bilibili.com/video/BV1Dt411n7CQ,花花与三猫CatLive,3403306,11222,63010,132461,4415,16790,18
《哪吒之魔童降世》中那些你不知道的彩蛋/细节,https://www.bilibili.com/video/BV1xt411w71m,紫银风,2791388,23018,62166,118311,17654,45945,19
这部国漫为何口碑爆炸？被观众一致赞扬！票房神话《哪吒之魔童降世》好看吗？【无剧透影评】,https://www.bilibili.com/video/BV1ft411w7L3,奇思Cheers,1265487,6187,21848,47415,1654,8480,19
【美人鱼名场面】乔碧萝殿下粉丝的诉苦,https://www.bilibili.com/video/BV1pt411c7rj,拖杯糕,6295297,25901,243775,397592,91978,141365,19
【派大星的独白】一个关于正常人的故事,https://www.bilibili.com/video/BV1qt411j7fV,洛温阿特金森,88474450,394714,5496000,5410226,1143005,3470545,19
《哪吒之魔童降世》配音全员集合 你能听出他们配了谁吗,https://www.bilibili.com/video/BV1zt411c7gT,皮皮光本光,1902658,17847,38133,97967,18415,50247,19
【哔哔Q第3期】哪吒续作预定？打破成见，做自己的英雄！,https://www.bilibili.com/video/BV1Xt411c7CX,哔哩哔哩国创,2430167,28361,38976,89317,11848,152,19
如何用3首歌的时间通关我的世界,https://www.bilibili.com/video/BV14t411w7Zh,星川杏_,2341177,24099,342401,324528,29001,137159,19
【令人喷饭 番外】新闻联播怼的你灰头土脸、哑口无言，我还气定神闲,https://www.bilibili.com/video/BV17t411A78E,共青团中央,5470168,22251,159945,544585,30184,93370,19
【鬼畜新世界23】 环太平洋2019,https://www.bilibili.com/video/BV17t411c7j4,三木刃,14832560,238979,1671267,1424609,198346,715798,19
【朱一旦】33 旦我，像爱惜羽毛一样爱惜人才,https://www.bilibili.com/video/BV1kt411P7VZ,朱一旦的枯燥生活,6096456,1792,109285,168324,5258,23553,19
又有小孩被困车内，小伙亲自体验被困车内半小时，气温逼近50度,https://www.bilibili.com/video/BV1ht411c7Wv,翔翔大作战,3425007,25812,205509,247481,6889,31779,19
送粉丝5000元去高档餐厅吃饭 服务员:您吃得起么？,https://www.bilibili.com/video/BV17t411j7g9,啊吗粽,2716161,43478,164093,370788,1783,35286,19
华农兄弟：这个竹鼠光吃不长肉，这样下去不行的，拿去河边烤了,https://www.bilibili.com/video/BV1st411P7em,华农兄弟,3372081,54964,48597,138239,5304,8151,19
我被告知跟我22年的名字我不能用要我改名！我如何维权的！,https://www.bilibili.com/video/BV1rt411u7xU,敬汉卿,34872539,279611,4802578,4616031,157746,1185967,20
被公司起诉折磨到崩溃的UP主 是时候正面面对了,https://www.bilibili.com/video/BV1mt411K7qL,罗汉解说,5076708,63655,965797,714714,20021,206544,20
【乔碧萝殿下】乔碧萝的榜一找到了(狗头),https://www.bilibili.com/video/BV1Qt411M71K,王尼玛,9964292,41452,109834,352325,120882,99149,20
戏腔燃炸了！哪吒原创曲《我命不由天》（古风MV付）哪吒之魔童降世,https://www.bilibili.com/video/BV1St411T7Jm,杨可爱Ukulele,7765514,14582,378730,416196,42064,278495,20
“行走的素材”肖战来B站实习啦，自己带着素材来啦！【bilibili星访问 第43期】,https://www.bilibili.com/video/BV12t411M7p4,bilibili星访问,5507752,341647,164095,258537,64188,135535,20
最强作画！沙画动画还原一拳超人经典师徒大战，全网唯一用沙子画动画的uP主，全程燃爆！,https://www.bilibili.com/video/BV1At411M7zK,玉译沙画工作室,2769525,17864,790203,584817,26334,227754,20
这下玩脱了吧！中国小伙在日本买了2本杂志藏家里，被日本女友发现后...『kei和marin』,https://www.bilibili.com/video/BV1ht411T7HP,kei和marin,7131685,21333,101177,258446,20500,50996,20
七夕节老番茄狂和自己玩游戏,https://www.bilibili.com/video/BV13t411T7ji,老番茄,10407378,116707,286325,534093,21967,101588,20
人可以恶心到什么程度 曝光：恶魔真的就在你身边,https://www.bilibili.com/video/BV1Ct411F7Qs,猫神辣椒酱,11595154,93349,890858,1060743,88381,273917,20
华农兄弟：挖了点五指毛桃，拿去河边炖鸡，结果全都淋成落汤鸡,https://www.bilibili.com/video/BV1Pt411T7J2,华农兄弟,3658212,95721,60689,159127,6446,11591,20
1000元烧烤整条鳄鱼！美国硬核烧烤怎么样？,https://www.bilibili.com/video/BV1Ht411M77R,我是郭杰瑞,5760381,28223,44856,192754,7259,13777,20
普通学生追社会女的崩溃经历，我的一个朋友的故事3,https://www.bilibili.com/video/BV1Ht411M7BA,钢铁直男必老板,6551677,79899,220444,287624,40399,99816,20
【某幻】Back to dream.,https://www.bilibili.com/video/BV1Ft411u7oL,某幻君,12142777,45634,708486,764125,84310,426981,20
【首映影评】上海堡垒——您配吗？求求流量小鲜肉请放过科幻电影,https://www.bilibili.com/video/BV134411X7Zt,轩邈Elias,7272528,46041,229951,405978,41950,67394,21
央视吐槽《上海堡垒》，官方吐槽最为致命，央视教你如何一本正经的吐槽。,https://www.bilibili.com/video/BV194411D7Rw,相传叫作百草园,5350679,7401,3427,88145,8505,13526,21
大陆人吃不起榨菜？吃完茶叶蛋的局座又来吃榨菜炫富了~,https://www.bilibili.com/video/BV134411X7cv,张召忠,7328120,72639,210709,422749,31876,47545,21
花一万六买五十个b站福袋开箱，全部送给大家!,https://www.bilibili.com/video/BV1T4411X752,敬汉卿,9886571,773186,911309,981563,67466,235746,21
前方高能！第一名震撼我妈！十大最欢迎日本动画公司 封神之作【硬核排行】,https://www.bilibili.com/video/BV1P441197oV,摇曳百合吧,18968017,232736,368025,464106,32429,423343,21
100人民币在乌克兰能买啥？竟然可以横扫超市！,https://www.bilibili.com/video/BV1c4411D7My,我是郭杰瑞,4339811,42890,35464,151038,8229,12112,21
【老番茄】我过生日啦！,https://www.bilibili.com/video/BV1V4411S7Hf,老番茄,11784278,307691,1274833,1300133,46891,414303,21
奇葩小伙嫌一个鸡腿不够吃，裹了20层面包糠再炸，结果半个就吃饱,https://www.bilibili.com/video/BV114411X7De,翔翔大作战,4485994,22203,42786,158992,7224,10810,21
【C菌】全是干货！GPA4.0研究生UP主教你学习诀窍！,https://www.bilibili.com/video/BV1o4411m7Hb,渗透之C君,2316785,34935,284417,260276,20337,161485,21
【赵本山】杠精biss,https://www.bilibili.com/video/BV1k4411S7Rh,天真的小马,5009638,11581,268906,342849,40950,139193,21
被十年前QQ空间黑历史支配 逐渐崩溃的UP主,https://www.bilibili.com/video/BV1y4411X7cR,花少北丶,5956413,229905,170263,372963,32358,115751,21
【钢琴】揭秘林俊杰用4536251写了多少首歌？,https://www.bilibili.com/video/BV1d4411Q7mv,悦耳钢琴-小晖,3735374,12331,182657,209392,32938,126601,21
【黄晓明rap】听我的，这首黄式rap一定会让你燥起来！,https://www.bilibili.com/video/BV1v4411o7rh,龙大人不喷火,4128503,11425,100397,224430,88619,78026,22
